road,hour,traffic
O'riordan Street northbound,08:00,23%
O'riordan Street northbound,08:00,23%
O'riordan Street northbound,08:00,56%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,87.09677419354838%
O'riordan Street northbound,08:00,15.909090909090908%
O'riordan Street northbound,08:00,15.909090909090908%
O'riordan Street northbound,08:00,61.29032258064516%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,63.33333333333333%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,61.76470588235294%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,79.41176470588236%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,0.0%
O'riordan Street northbound,08:00,81.25%
O'riordan Street southbound,08:00,0%
O'riordan Street southbound,08:00,0%
O'riordan Street southbound,08:00,25%
O'riordan Street southbound,08:00,25%
O'riordan Street southbound,08:00,22.5%
O'riordan Street southbound,08:00,22.5%
O'riordan Street southbound,08:00,0.0%
O'riordan Street southbound,08:00,0.0%
O'riordan Street southbound,08:00,0.0%
O'riordan Street southbound,08:00,0.0%
O'riordan Street southbound,08:00,0.0%
O'riordan Street southbound,08:00,38.46153846153846%
O'riordan Street southbound,08:00,22.5%
O'riordan Street southbound,08:00,22.5%
O'riordan Street southbound,08:00,28.947368421052637%
O'riordan Street southbound,08:00,0.0%
head street nortbound,08:00,23%
head street nortbound,08:00,0%
head street nortbound,08:00,23.404255319148938%
head street nortbound,08:00,0.0%
head street nortbound,08:00,0.0%
head street nortbound,08:00,0.0%
head street nortbound,08:00,0.0%
head street nortbound,08:00,0.0%
head street southbound,08:00,0%
head street southbound,08:00,25%
head street southbound,08:00,0%
head street southbound,08:00,0.0%
head street southbound,08:00,0.0%
head street southbound,08:00,0.0%
head street southbound,08:00,0.0%
head street southbound,08:00,41.66666666666666%
head street southbound,08:00,0.0%
head street southbound,08:00,0.0%
head street southbound,08:00,29.166666666666664%
head street southbound,08:00,0.0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,21%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road northbound,08:00,0.0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,21%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
putty road southbound,08:00,0.0%
